"","iter","nvar","true","pred_glm","pred_RF"
"2",1,8,0,0.133634420750513,0.17165189611245
"3",1,8,0,0.0332369371371252,0.0233068937579938
"4",1,8,0,0.0306429084380788,0.0214068705614835
"5",1,8,0,0.110138480964155,0.140137977216972
"6",1,8,0,0.311964361874245,0.230180818017489
"7",1,8,0,0.190344464094002,0.151226717812365
"8",1,8,0,0.269813783063895,0.144391591964971
"9",1,8,0,0.102375795124342,0.0568204425955446
"10",1,8,0,0.105273226828316,0.0505774905446084
"11",1,8,0,0.152025928589634,0.241670938509183
"12",1,8,1,0.0885978920242838,0.127666855955242
"13",1,8,0,0.103842935359266,0.13835090076589
"14",1,8,0,0.200289349920412,0.104612049377613
"15",1,8,0,0.103180662804179,0.0352870291242968
"16",1,8,0,0.136975374579109,0.12160099581903
"17",1,8,0,0.0404339275972542,0.0176224136541619
"18",1,8,0,0.143636928603451,0.050060571512011
"19",1,8,0,0.0256079570762417,0.057879773034084
"20",1,8,0,0.0241609404230353,0.0540401725602338
"21",1,8,0,0.035277720607125,0.0468090236306801
"22",1,8,0,0.0235764946519767,0.0471893710334799
"23",1,8,0,0.0319080171200732,0.0233532919009358
"24",1,8,0,0.246154835647605,0.239123408988581
"25",1,8,0,0.0829542979664615,0.189956431262596
"26",1,8,0,0.122840093215988,0.102714487368738
"27",1,8,0,0.0924390824418743,0.16366958223512
"28",1,8,1,0.111397313273174,0.113175514859232
"29",1,8,0,0.0560644917640349,0.127009639189368
"30",1,8,0,0.122532835528417,0.0999265645294651
"31",1,8,0,0.0228638394124874,0.0772149714061103
"32",1,8,0,0.142758500092088,0.153844110759954
"33",1,8,0,0.116445496529633,0.0567151156997799
"34",1,8,0,0.0327788908300167,0.0256628065902063
"35",1,8,1,0.0508210243975843,0.0662038146904071
"36",1,8,0,0.0677803398204692,0.139707241165398
"37",1,8,0,0.0609485481711274,0.206900619509783
"38",1,8,0,0.0438148352350463,0.0355095617736864
"39",1,8,0,0.0780000914465779,0.148935426476364
"40",1,8,0,0.0279179539049672,0.0315649516555656
"41",1,8,0,0.0225671321229609,0.0269850838706047
"42",1,8,0,0.0362821227899277,0.0529544444389615
"43",1,8,0,0.152719452388242,0.231857742476589
"44",1,8,0,0.0347945676753085,0.156615521460692
"45",1,8,0,0.0434557502335654,0.0212718379058374
"46",1,8,0,0.0280293763229928,0.00702400545565435
"47",1,8,0,0.0247506961499812,0.0150985365951023
"48",1,8,0,0.111712019696652,0.0955450565642982
"49",1,8,0,0.0379052626905797,0.0415133537889642
"50",1,8,0,0.0164420672549446,0.0219461164015765
"51",1,8,0,0.190032311537872,0.0821136047485333
"52",1,8,0,0.0586675827594802,0.0935474239042027
"53",1,8,0,0.0296523868179578,0.0379471857250291
"54",1,8,0,0.100401071237995,0.060482250283714
"55",1,8,0,0.154624161736997,0.174819621776274
"56",1,8,0,0.0634801781261368,0.0605691147798958
"57",1,8,1,0.165261696124429,0.20274636703174
"58",1,8,1,0.102888029639251,0.119105851683782
"59",1,8,0,0.13446419582978,0.083737278077444
"60",1,8,0,0.109537546263577,0.0327457197002148
"61",1,8,0,0.0280042902273484,0.00871212069014373
"62",1,8,0,0.0397800104012747,0.148172781265922
"63",1,8,0,0.0333665860258577,0.018738875594305
"64",1,8,0,0.273602357669724,0.200645000755808
"65",1,8,0,0.0291813735081175,0.0239750941122783
"66",1,8,0,0.0705787485966905,0.104385414804726
"67",1,8,0,0.0257353002368558,0.0508502870826654
"68",1,8,0,0.0266804586307018,0.0716163958735485
"69",1,8,0,0.0328470256030209,0.00650679301437081
"70",1,8,0,0.0356341099693115,0.104348076103172
"71",1,8,0,0.0812865128052354,0.210654455475819
"72",1,8,0,0.019863573042469,0.0389705143794302
"73",1,8,0,0.0939651175131408,0.0338627057437653
"74",1,8,0,0.0271574717306002,0.0230891893832053
"75",1,8,0,0.0317933151751985,0.0251891374033344
"76",1,8,0,0.088751480483428,0.0331545237872411
"77",1,8,0,0.0886457429835603,0.0380872275526908
"78",1,8,0,0.0999467727028454,0.0937277803618987
"79",1,8,0,0.07675960862294,0.0924623661201993
"80",1,8,0,0.0292926063720878,0.0228538914052779
"81",1,8,0,0.0332225636821761,0.0305845862193678
"82",1,8,1,0.304811188078377,0.371137411531805
"83",1,8,1,0.348821996124268,0.276392718704894
"84",1,8,0,0.0975989591732487,0.087372753547599
"85",1,8,0,0.0300294329388388,0.0161172287782827
"86",1,8,0,0.0380539198518683,0.0427417734683817
"87",1,8,0,0.0253437217970658,0.0517781592105375
"88",1,8,0,0.0420859293864632,0.0873249621564549
"89",1,8,0,0.0218282995886357,0.0158121018456665
"90",1,8,0,0.0323586571957049,0.0386837128302544
"91",1,8,0,0.0231173626080874,0.0144556590607975
"92",1,8,1,0.152861628620435,0.246018657223597
"93",1,8,0,0.035410701645476,0.0147291362139067
"94",1,8,0,0.192403082091508,0.172223759485532
"95",1,8,0,0.0571571769040476,0.0226688527132161
"96",1,8,0,0.0761453020027928,0.0387957846332743
"97",1,8,1,0.0165410377204208,0.0116832478157929
"98",1,8,1,0.318824127715046,0.323941985826715
"99",1,8,0,0.114869336392361,0.0688700419612518
"100",1,8,0,0.0324133494078973,0.0229138472976759
"101",1,8,0,0.0819043038851839,0.0351852203122231
"102",1,8,0,0.0263015794761928,0.081891298951377
"103",1,8,0,0.028123719404736,0.0377092596672353
"104",1,8,0,0.239944512408965,0.333713767847878
"105",1,8,0,0.112218176650347,0.0747724185781094
"106",1,8,0,0.0224986443329529,0.0204272343450579
"107",1,8,0,0.0206130973895528,0.022578973185856
"108",1,8,0,0.114357097777549,0.0801242454129137
"109",1,8,0,0.116900184959811,0.123560641266515
"110",1,8,0,0.210181772516565,0.271447765571304
"111",1,8,0,0.0703719642161729,0.0617748801970589
"112",1,8,1,0.0425688712844281,0.0511144143164518
"113",1,8,0,0.0230158946314327,0.00501198113160036
"114",1,8,0,0.035388256852483,0.0485561282551444
"115",1,8,0,0.0578380379594448,0.0637475014325648
"116",1,8,0,0.208467680067569,0.111320982009878
"117",1,8,0,0.0226171846651584,0.0239222565850103
"118",1,8,0,0.106256407646987,0.068018646958981
"119",1,8,0,0.0508740329029872,0.0514289255680914
"120",1,8,0,0.142249120163924,0.0908935669525971
"121",1,8,1,0.114122467389613,0.0916784879838804
"122",1,8,0,0.0218042032715523,0.021264438144396
"123",1,8,0,0.0357356586090515,0.0730095869537458
"124",1,8,0,0.029632703140434,0.0269536554892865
"125",1,8,0,0.0594188603244559,0.0150938874505523
"126",1,8,0,0.0952300948447377,0.0851633563923525
