"","iter","nvar","true","pred_glm","pred_RF"
"2",1,5,0,0.0282929866470966,0.0136655780847986
"3",1,5,0,0.149771463634881,0.220569216384956
"4",1,5,0,0.0525769372653772,0.0346279432031799
"5",1,5,0,0.149014742086501,0.0809591607283838
"6",1,5,0,0.124730362715673,0.0337024122385696
"7",1,5,0,0.0807822432885203,0.0320991888988792
"8",1,5,0,0.096544082540109,0.0481654089414842
"9",1,5,0,0.0534580262365159,0.0682404475673819
"10",1,5,0,0.134338117145308,0.0304575889009923
"11",1,5,0,0.127891115947173,0.0711489313694872
"12",1,5,0,0.147463080645348,0.28491334706506
"13",1,5,0,0.0595222982473787,0.0187272081875346
"14",1,5,0,0.0264819879932248,0.0110001700466241
"15",1,5,0,0.117196838507676,0.170327912345841
"16",1,5,0,0.0613958998270256,0.0339120212803673
"17",1,5,0,0.0671356159758062,0.0906035399952347
"18",1,5,0,0.282094218965277,0.322683799714644
"19",1,5,0,0.0181033600553412,0.00692175581585737
"20",1,5,0,0.0838879555650566,0.0696231141005679
"21",1,5,0,0.0933914650573493,0.057118413764081
"22",1,5,0,0.0858274168046616,0.0472453874018113
"23",1,5,0,0.125271648622241,0.194509164998866
"24",1,5,0,0.0619558349497329,0.0378023483653204
"25",1,5,0,0.0734231416478411,0.0802068657666889
"26",1,5,1,0.16132601451968,0.14280123778078
"27",1,5,1,0.0778734078636088,0.0648395150790448
"28",1,5,0,0.126742030062858,0.064314580326671
"29",1,5,0,0.266680516613769,0.145423322147892
"30",1,5,0,0.0469174477539145,0.069104378533878
"31",1,5,0,0.141875610061445,0.142689306892768
"32",1,5,1,0.185572016712414,0.134073158096831
"33",1,5,0,0.138654205061343,0.275010785454923
"34",1,5,0,0.243724077010454,0.115412450778915
"35",1,5,0,0.139547691351511,0.182861091734225
"36",1,5,0,0.134716990505609,0.0876084913550095
"37",1,5,0,0.0611699941472021,0.0387242257425718
"38",1,5,0,0.0503326806451199,0.03682989916661
"39",1,5,0,0.0525029308103675,0.0362367459889433
"40",1,5,0,0.0389076754076759,0.071459623462493
"41",1,5,0,0.135378750056408,0.124727520638646
"42",1,5,0,0.0391186824400848,0.026712670979685
"43",1,5,0,0.047163897423273,0.0998291629130046
"44",1,5,0,0.0200302557702937,0.0298148468145379
"45",1,5,0,0.148899072710064,0.346581120009791
"46",1,5,0,0.0211552283725322,0.0130894039706659
"47",1,5,0,0.121198712894332,0.181214535221811
"48",1,5,0,0.0552177595314267,0.0441406485668367
"49",1,5,0,0.0241544895475156,0.0130157503545796
"50",1,5,0,0.0564634104937982,0.041244475175047
"51",1,5,0,0.0191406343314164,0.0605670269660825
"52",1,5,0,0.103073109955183,0.0591823749851965
"53",1,5,0,0.0593387613533576,0.0422651340762479
"54",1,5,0,0.0600631628429009,0.0181336252998341
"55",1,5,0,0.0518496263635283,0.0190829442694844
"56",1,5,0,0.114912220575223,0.0421159333921196
"57",1,5,1,0.273414781056582,0.0719104638620427
"58",1,5,0,0.0377783371938951,0.0400122289237846
"59",1,5,0,0.0856023248078779,0.0372939713043699
"60",1,5,0,0.107220091912557,0.0892326343309283
"61",1,5,0,0.100559104349569,0.0418759156506695
"62",1,5,1,0.126350119328924,0.0437700895068503
"63",1,5,1,0.134751374750603,0.372124578350671
"64",1,5,0,0.045699185112239,0.105107732111914
"65",1,5,0,0.126416788912635,0.0883999183017938
"66",1,5,0,0.0934237509091818,0.026806336513868
"67",1,5,0,0.10004659679726,0.0606708843992894
"68",1,5,0,0.280494789602581,0.242389794585135
"69",1,5,0,0.0391178170688122,0.0797721025356728
"70",1,5,0,0.0193298222151571,0.0400060906874892
"71",1,5,0,0.0292464614494002,0.00984567982648054
"72",1,5,0,0.0452153273245805,0.0314559737943652
"73",1,5,0,0.268298737784361,0.146292507170817
"74",1,5,0,0.029767280673734,0.0338126065949984
"75",1,5,0,0.023626656105395,0.046239391232145
"76",1,5,0,0.056417894692683,0.0499789924525126
"77",1,5,0,0.0415807080934915,0.0903547958487627
"78",1,5,0,0.0916859693233166,0.0752103002085441
"79",1,5,0,0.0518303244801945,0.0313035305713045
"80",1,5,0,0.0257611428368996,0.00715361422572268
