"","iter","nvar","true","pred_glm","pred_RF"
"2",1,19,1,0.141951226775769,0.0898313236875093
"3",1,19,0,0.0785363317069242,0.240088192638361
"4",1,19,1,0.186108301615976,0.0810499855471496
"5",1,19,0,0.157589331806056,0.0824899053560819
"6",1,19,0,0.115182299384163,0.099874985749893
"7",1,19,0,0.014612388107289,0.0121442155615347
"8",1,19,0,0.0841899137859965,0.0554957219347721
"9",1,19,0,0.15290684279712,0.149354444166944
"10",1,19,0,0.0687072797132825,0.124796494468351
"11",1,19,0,0.128380166414393,0.0523932590579547
"12",1,19,0,0.19923547818512,0.221638683048977
"13",1,19,0,0.128434537053004,0.30671686601668
"14",1,19,0,0.0127979979231023,0.0765100824315586
"15",1,19,0,0.00426726539831448,0.0236508193445244
"16",1,19,0,0.0501884711280523,0.0246967982775498
"17",1,19,0,0.111543159892909,0.0881048191574507
"18",1,19,0,0.161526857221088,0.301004657018204
"19",1,19,0,0.190368861779537,0.171438478501785
"20",1,19,0,0.0410378332394974,0.131380943414579
"21",1,19,0,0.0531854470232478,0.0504621996554512
"22",1,19,0,0.0539607556166174,0.0941065126639533
"23",1,19,0,0.028398694790814,0.0508892906736736
"24",1,19,0,0.0216339441381748,0.0551053896990848
"25",1,19,0,0.376088438026105,0.158883272753612
"26",1,19,0,0.0249825446626562,0.0633238224344403
"27",1,19,0,0.108635559092423,0.182673383436309
"28",1,19,0,0.0517395903236673,0.0650094622697564
"29",1,19,0,0.00654894197982131,0.00400020958842682
"30",1,19,0,0.0107129099879654,0.00674869881273701
"31",1,19,0,0.121577999206935,0.142715610028226
"32",1,19,0,0.015121534321415,0.0036498475305522
"33",1,19,0,0.00920708616211022,0.00617538571768525
"34",1,19,0,0.0184124137392934,0.0202682997882903
"35",1,19,0,0.0290233747241777,0.00460052630397373
"36",1,19,1,0.059647261274176,0.112938399003971
"37",1,19,0,0.0927786426372709,0.079819601444407
"38",1,19,0,0.0221976331657372,0.0258838876187333
"39",1,19,0,0.0736969872865861,0.267357386132386
"40",1,19,0,0.199215078229987,0.171193981718218
"41",1,19,1,0.337110852476614,0.513406671161935
"42",1,19,0,5.27689608618691e-08,0.0840329507937058
"43",1,19,0,0.0361444450977429,0.00909715671856154
"44",1,19,0,0.0254824750960751,0.0188780303030303
"45",1,19,0,0.0158972344500279,0.00626802981515413
"46",1,19,1,0.475738898816756,0.234517254425791
"47",1,19,0,0.120444667522595,0.0811599346323485
"48",1,19,1,0.157979084464089,0.282072623922624
"49",1,19,0,0.0195950145128145,0.0488984528213299
"50",1,19,0,0.0293099130533731,0.0402632755189224
"51",1,19,0,0.0258620791501595,0.167825177885615
